content,app
"I changed my mobile. Whenever I login, it asks me for biometric verification but then stuck there.. App can't do biometric.",Al Habib
"Worst application, everystep required otp, its so much irritate, application looks like a school book, typicall to searching something, whenever i use my own account ,feel like a thief.",Al Habib
App is not optimised perfectly,Al Habib
Good and fast app but this time it is not working properly,Al Habib
Its a thirdclass app i forget my username &its not responding such a old version app.,Al Habib
"Worst experience, did biometric more than 50 times not succeed. Complaint on UAN or branch visit but all in vain.",Al Habib
Itne bekaarr app hay insy Achi habib bank Walon ki sab sy ghatiya app Sasty log rakhen hwey Hain jingo ne banae hai Thora upgrade Karen duniya Kam sy kam habib bank Walon sey he sekh len,Al Habib
Worst application.. not updated not connect one time. try again and again. kindly update it for better service. Trying last since last night. But its not installing. Kindly help,Al Habib
Best of luck,Al Habib
Very very poor application never login accounts there,Al Habib
They did not work my samsung s8 bcoz its Rooted so please create the next updated apps they work on both devices rooted and Unrooted 🙏,Al Habib
Very low services Always issues on system and transactions,Al Habib
"Constantly showing ""unable to connect the server""",Al Habib
Best app ever,Al Habib
Worst service. Not recommended to open account with this third class bank.,Al Habib
Time waste application. Most terrible and worst application that's why I am switching on other bank,Al Habib
Pathetic application. Such a bad experience everytime I use it. Wish there was any option to rate it even less than 1 or to report this.,Al Habib
Very bad app every day there is in any problem,Al Habib
This is the bad app bank all habib is no working some time loss app bank all habib,Al Habib
Worst app experience ever. Always some issue is going on with this app. Now I can't even transfer an amount to some other al habib account.,Al Habib
the app is not working after latest update,Al Habib
If there's option of giving 0 star I will give that . Worst service by this bank ever.zero customer service at all. If someone wants to use this bank internationally I will recommend not to go for this .if you want to suffer then go ahead,Al Habib
Nice and useful application,Al Habib
Worst banking app i ever experienced,Al Habib
app not work in bio metric stuck on bio metric,Al Habib
So laagy and takes years to even open up,Al Habib
3rd class biometric verification on register new device app keep crashing,Al Habib
Online banking app is good. Branch is exceptional. Electronic banking and Credit card service is the worst of the work and pathetic service. I am all set to leave them after 14 year of loyalty but I am positive that I have wasted. If you want to jave a continuous pain in your... Life then welcome,Al Habib
"After the new update of yesterday facing problem, error occurs app not opening.kindly fix this problem.",Al Habib
Bad experience Hbl app iss bater,Al Habib
Doesn't work on my device please fix my issue 😭,Al Habib
I am trying to login on new device but it stop's everytime whenever I try to login,Al Habib
App keeps crashing on my pixel 7 pro when trying the biometric,Al Habib
I regret that I have decided to use the app worse experience. Stuck in biometric process still.,Al Habib
Worse application after biometric verification,Al Habib
Very bad app,Al Habib
"Worst Banking App Ever Digital Banking is made for convenience and fast processing but this app is specially designed to disturb users and it is the biggest cause of inconvenience. You need biometric to login for first time or recover password but it isn't opening, sometimes giving errors and sometimes turning back to home page instead of going to biometric verification page. Simply This Banking Application And This Bank Both Are Useless And Have No Manners To Cater The Issue Of Customer.",Al Habib
"Enhance user interface to match the other,s bank apps. Also can,t able to pay govt and other fees",Al Habib
why it's crashing again & again,Al Habib
"I tired to login, login time asking biometric then blackout screen. What a cheap app",Al Habib
"Still no option of e receipts for transferring funds, bill payments, etc. Everytime you have to take screenshots...!",Al Habib
Unable to activate e commerce on debit card using debit management despite updating to latest version,Al Habib
Not balance show issue,Al Habib
wrost banking app,Al Habib
When i try for finger print verification. it closes,Al Habib
Pls fix it... after update not connecting to server,Al Habib
A good aaplication,Al Habib
Nice good performance,Al Habib
"It never works, everything it says unable to connect to server",Al Habib
Worst experience with this app sometime say unable to connect to server some time does not login while I have same password and username,Al Habib
"Worst Experience, first the biometric issue and after otp not receiving and app crash as well",Al Habib
Masla a ja ha bar bar,Al Habib
Great job of alhabib Bank,Al Habib
Very good very easy to used,Al Habib
Worst banking app ever.They lock my account without any warning.I didn't enter wrong username and password.This app is a joke.If you're using this app for bill or any other important work.They will just lock your account without any reason.Shame on you and your damn app.,Al Habib
"Dear Bank Al Habib, I am writing to express my extreme frustration with the recurring account locking issues and inadequate customer service I have experienced. Despite multiple attempts to resolve the matter, the problems persist, causing significant distress and financial inconvenience.",Al Habib
Very slowly services and awful app Need to improvement,Al Habib
The APP is not working on my phone Huawei mate 20 X since 1 week .. I have uninstalled it and again Installed but same blank screen . Kindly provide some resolution. As I m unable to use mobile app banking .,Al Habib
3rd class ki service hai... Hxr bar Koshish Krne k bad B OTP Received Nhi hota hai or Na hi Transactions k hawaly se Koi updates milti hai... Helpline py call kro tw ap k network ka issues hai bolty hain Network ka issues 1 ya 2 dafa ho Sakta hai Na Mai pichly 3 Month se suffer ho Raha hai... Inki waja se mere Sary Kam Ruk gaye hain Mai mentally Kafi disturb hua hn.. Khuda ra Ye issues fixed Kry please Apki Meherbani Hogi. Shukriya,Al Habib
Best online banking app,Al Habib
"Very low user friendly, meezan aap is 10/10 ,yours is 3/10",Al Habib
the app is poor.... first of all the login takes a lot of time sending you the required otps etc ... it was showing me wrong current password when I was setting the password for the first time...also the time it takes to switch between the routes showing bank al Habib logo sucks...overall it is a very bad app for a banking system of this level.,Al Habib
