,app,content,score,at
1263,Sunwai,"They closed my request 2 times by stating that I haven't provided them required documents, infavt they haven't asked any documents from me, no contact. Third time, they give the reply which Mobilink bank gave to them regarding fake account. No resolution. They are not helpful, and app is pathetic.",1,2025-01-30 17:29:16
1264,Sunwai,App active nahi ho rahi,3,2025-01-26 12:25:31
1265,Sunwai,Good 😊👍,5,2025-01-23 22:07:35
1266,Sunwai,After closing of complaint...no remarks been shared with complaintent by concerned bank... Kindly show remarks of concerned branch. And feedback of that complaint,1,2025-01-22 15:19:39
1267,Sunwai,"Worst state bank service. Bloody corrupt organisation. They dont take any action against tbe bank even if you provide evidences in documentary form, and favour the banks specially if they too are at stake.",1,2025-01-15 13:23:00
1268,Sunwai,Poor app . No one listens,1,2025-01-11 08:56:45
1269,Sunwai,Excellent work by state bank of pakistan and Govt of pakistan..I get my money back from eaisypaisa company.,5,2025-01-10 17:39:39
1270,Sunwai,My money stuck from 1 year but not received yet,1,2025-01-08 23:08:19
1271,Sunwai,Yaqeen nahi tha masla Hal Hoga easypaisa ne mere paise 2 month say Daba rakhe they or Mera no block ker dya tha mager sunwai men complain ke bad paise wapis mil gay thanks sunwai team easypaisa Sy bach ker Rahe logo ka paisa kha Rahe hen,5,2025-01-08 16:45:54
1272,Sunwai,نہایت ہی آ علی ایپ ہے میں بہت ایمپریس ہوا ہوں 👍,5,2025-01-08 01:15:59
1273,Sunwai,Best App,5,2025-01-07 09:11:52
1274,Sunwai,A fantastic platform for resolving banking issues! Sunwai Portal makes the complaint process seamless and efficient. Highly recommended for anyone facing banking challenges.,5,2025-01-03 21:09:16
1275,Sunwai,Best application,5,2025-01-03 17:25:07
1276,Sunwai,Great application for the complaints.,5,2025-01-03 17:21:22
1277,Sunwai,A good initiative. Makes resolving complaints easier than before.,5,2025-01-03 16:25:47
1278,Sunwai,"Waste of time, App is a showpiece, complaints registered are not pursued by SBP.",1,2025-01-03 07:23:24
1279,Sunwai,Third class App no response by the bank or not respond by sunwai app shame on state bank team don't waste time the innocent people,1,2024-12-31 00:08:28
1280,Sunwai,"Filed an complaint on the app to inquirw branch's unncessary requirements (atleast 2M deposit in current account) for locker. Complaint was closed with remakrs ""Contact Helpline"" which defeats the purpose of this app. No option to reopen complaint.",1,2024-12-30 12:46:12
1281,Sunwai,Such a reliable Service they provide absolutely jaw dropping and quick response I've get every time i gave it a try,5,2024-12-20 02:16:08
1282,Sunwai,اس ایپ پر کوئی مسائل حل نہیں کیا جاتے,1,2024-12-04 19:15:44
1283,Sunwai,Worst Data chore,1,2024-12-01 06:10:29
1284,Sunwai,There is no option to reopen the complaint. Banks often close complaints without providing any resolution.,1,2024-11-29 18:15:40
1285,Sunwai,Very Good app for bank issues. They resolve issue as soon as possible.,5,2024-11-28 15:08:46
1286,Sunwai,Nice app,5,2024-11-28 11:01:55
1287,Sunwai,It's great. Thank you so much for bringing this amazing service. My money had been stuck in easypaisa for several months and they were not giving any response but when I registered complaint against them on Sunwai I have got my money in just 2 days. Thank you so much 🙏,5,2024-11-25 18:44:02
1288,Sunwai,Nice,5,2024-11-25 17:37:24
1289,Sunwai,Excellent work. Thank you,5,2024-11-20 20:27:14
1290,Sunwai,App needs to be checked and bugs should be fixed overall good to use and helpful in putting complaints,4,2024-11-19 00:46:11
1291,Sunwai,Nice app,5,2024-11-17 17:03:04
1292,Sunwai,"I believe this app has great potential....I recently faced an issue where a transaction got stuck, and despite reaching out to my bank, there was no response for three days.....Then, I decided to file a complaint on the Sunwai app..... To my surprise, within 24 hours, not only was my amount refunded, but I also received an apology email from my bank..... I’m really glad it worked....! I hope the app continues to deliver results this effectively.....",5,2024-11-14 11:14:48
1293,Sunwai,One of the best compliments medium... Great work.. Cheers,5,2024-11-11 17:07:07
1294,Sunwai,Good app,5,2024-11-11 15:42:26
1295,Sunwai,Great,5,2024-11-08 19:42:06
1296,Sunwai,Sada pay Naya pay application Ki compleain ka option Ni Hai,1,2024-11-07 21:07:59
1297,Sunwai,اسلام وعلیکم ورحمة الله وبرکاته سر مجھے افسوس پاکستان کے ادروں پر ہے جوکہ چوروں ٫حرام خوروں ٫ بدمعاشوں٫ اور پاور والے لوگوں کے لیے بنائے گئے ہیں غریب مظلوم عوام صرف اور صرف ان ادروں کو کمپلین کرسکتی ہے ھونا کجھ بھی ادرے صرف امیر آدمی کی تحفظ کیلئے بنائے گئے ہیں سر کچھ تو خدا کا خوف کریں جس مقصد کے لیے انسان کو اس دنیا میں بھیجا ہے جاتے جاتے شاید اپ کو مقصد سمجھ میں آجائے سر میں مختلف دنیاوی پلیٹ فارمز سے غریب کیلئے اپنی آواز بن آواز اٹھاتا ھوں,1,2024-11-05 07:52:26
1298,Sunwai,Perfect resolution,5,2024-11-04 10:13:07
1299,Sunwai,Complaint resolved on time. Very good initiated by SBP,5,2024-11-04 08:59:24
1300,Sunwai,Very useful,5,2024-11-04 00:04:02
1301,Sunwai,Very helpful,5,2024-11-03 23:31:46
1302,Sunwai,"Great app, highly recommended. The complaint once made are effectively solved.",5,2024-11-03 22:33:35
1303,Sunwai,Useful app and easy to help 👍,5,2024-11-03 22:27:34
1304,Sunwai,Please reactive my account from jazzcash,5,2024-11-03 14:58:13
1305,Sunwai,Highly recommend,5,2024-11-02 11:00:31
1306,Sunwai,Exceptional,5,2024-11-01 23:02:29
1307,Sunwai,Very good app. Easy to use. Highly recommended,5,2024-11-01 21:50:56
1308,Sunwai,Very useful app 👍🏻,5,2024-11-01 20:08:09
1309,Sunwai,Easy to use and very helpfull.,5,2024-11-01 18:52:28
1310,Sunwai,i had a wonderful experience on this app. highly recommended,5,2024-11-01 17:40:16
1311,Sunwai,Great app,5,2024-11-01 16:49:57
1312,Sunwai,perfect,5,2024-11-01 10:32:47
1313,Sunwai,Good initiated,5,2024-11-01 10:30:05
1314,Sunwai,Easy to use and great for quick help!,5,2024-11-01 09:31:49
1315,Sunwai,"Nice app, Good experience 👍🏻, easy to use , highly recommend.....",5,2024-11-01 06:59:02
1316,Sunwai,Easy to use and very helpful app.,5,2024-10-31 22:05:47
1317,Sunwai,sadapay bank name not show,1,2024-10-30 15:05:11
1318,Sunwai,Successfully complain resolved,5,2024-10-30 11:16:13
1319,Sunwai,Easy to use,5,2024-10-30 10:47:30
1320,Sunwai,Easy application,5,2024-10-30 10:33:19
1321,Sunwai,successful lodge complaint,5,2024-10-30 09:24:17
1322,Sunwai,Sliw in reply,1,2024-10-29 17:04:23
1323,Sunwai,I hope this state Bank application work properly without any corruption and do his job properly best wishes,5,2024-10-29 16:02:47
1324,Sunwai,Average app with routine and clerical respondings.,3,2024-10-26 21:12:31
1325,Sunwai,"After Filling the details. Receive confirmation message as a number after putting that number application should give confirmation instead confirmation Got closed. Again when try to do the same, application responded the email has been in used. Then I tried to logged in assumed account already been created then I get a message authentication is failed and same time I get an email message you have logged in to SBP portal. Please try to fix the app.",1,2024-10-25 11:04:18
1326,Sunwai,(Exception occurred in get approval List) i am getting this error while submitting issue i tried every ways to resubmit but its not working worst application,1,2024-10-25 00:23:21
1327,Sunwai,Itni chwal ap manna Ni daki na sigin ho rhi ha na signup,1,2024-10-23 15:35:02
1328,Sunwai,لاگین نہیں ہو رہا,5,2024-10-22 21:45:25
1329,Sunwai,Sunwai is messaging/coordinating post office app and do not bother to look into the greivances of people rather just do lipping on the responses of banks without even reading/understanding. It closed my complaint even without Bank's response.,1,2024-10-22 10:15:59
1330,Sunwai,Easy to use,5,2024-10-21 20:41:23
1331,Sunwai,Very nice app.good respond.very good initiative.easy to use.A great app for complaints Relating Banking issues.i highly impressed.,5,2024-10-17 23:45:11
1332,Sunwai,kese fazool development ha. 1984 ki app lagti ha,1,2024-10-14 23:51:28
1333,Sunwai,Joke 🤣 App is not working properly,1,2024-10-14 06:56:20
1334,Sunwai,Only verified customer can perform transaction,1,2024-10-12 14:00:46
1335,Sunwai,This App is joke. I am unable to signup. Face error Authentication failed and the same time receive confirmation SMS of success login. I tried to contact support via email and email delivery fails.,1,2024-10-12 00:43:18
1336,Sunwai,Complaint regestration error not regestered,1,2024-10-11 21:10:57
1337,Sunwai,Unable to attach files with complaints and most of complaints are marked as resolved but banks reply with irrelevant responses. Please look into this.,1,2024-10-09 20:23:04
1338,Sunwai,File upload feature does not work.,1,2024-09-28 11:58:11
1339,Sunwai,Allahamdulillah problem solved,5,2024-09-26 15:08:56
1340,Sunwai,A way for SBP to run away from their duties One can't even login to it. And they close the tickets without resolving the actual issue. Another non performing dept deapite earning multi fold profits in 2024. Shame on you,1,2024-09-25 03:39:06
1341,Sunwai,Baad Experince,1,2024-09-11 14:03:25
1342,Sunwai,Otp is not working,1,2024-09-09 06:25:50
1343,Sunwai,contain spyware .Avast detected it,1,2024-09-06 21:53:57
1344,Sunwai,Nice experience with sunwai 100% solve my issue my bank is blocked due to dispute case but after sunwai solve my issue thnx u sunai love u,5,2024-09-05 17:14:37
1345,Sunwai,یہ ایپلی کیشن کسٹمر کی شیکایت کو حل کروانے کے لیے بنائی گئی ہیں لیکن اس کا استعمال اپنا وقت ضائع کرنا ہے مجھے بہت افسوس ہوا ہے ایک ہی شیکایت کو حل کروانے میں ناکام رہی ہیں This application is designed to resolve customer complaints but using it is a waste of time I am very sorry to have failed to resolve a single complaint.,1,2024-09-05 16:17:18
1346,Sunwai,Sunwai by State bank is the best app for resolution of your issues with your bank. They resolved my issue by contacting branch within 3 days. I'm 100% satisfied great work by SBP,5,2024-09-04 16:13:54
1347,Sunwai,Absolutely very helpful app thanks SBP My complain solved in one day 👍😊,5,2024-08-30 17:09:02
1348,Sunwai,Great app thank you Soo much.its solve my problem which I face during 70 days with in 2 days great experience,5,2024-08-30 12:26:17
1349,Sunwai,This is extremely poor application . The Password need to be in specific format . The one time code doesn't always work .,1,2024-08-29 11:29:17
1350,Sunwai,"Useless, all the terms of this app in the favor of bank not for customers.",1,2024-08-29 09:18:31
1351,Sunwai,"Not working, wasting time",1,2024-08-22 20:15:26
1352,Sunwai,Complant approval error,1,2024-08-20 21:42:18
1353,Sunwai,not working app,1,2024-08-17 11:27:53
1354,Sunwai,Very poor app. its have many problems login is major problem and otp problem its developer is very third class,1,2024-08-13 17:44:31
1355,Sunwai,"very useless app, otp not recieved even a tried again and again .",1,2024-08-10 09:43:56
1356,Sunwai,Customer privacy beached app,1,2024-08-10 07:50:51
1357,Sunwai,What a pathetic app.never get registered.app has alot of bugs in registration,1,2024-08-05 10:34:13
1358,Sunwai,Attachment Option not Working. please fix it,2,2024-08-03 15:49:49
1359,Sunwai,Unable to add images/attachment or open camera even permission is granted manually.,1,2024-08-03 09:08:12
1360,Sunwai,Very effective. My complaint solved only in one day. Highly impressed,5,2024-08-02 06:46:11
1361,Sunwai,"An app made by exteemely outdated developers, in lone with countru standards. Authentication doesnt work, web doesnt work. There needs to be another portal to complaint on sbp for this portal. Clearly they created this just as a check box, im confident no one even looks into it",1,2024-08-01 21:23:50
1362,Sunwai,Yes of course this is a good initiative of SBP but as usual and like other institutions there is no result of complaint. no matter resolved and complaint closed.,1,2024-07-31 11:44:32
1363,Sunwai,"Not working, Authentication failed!",1,2024-07-30 02:54:03
1364,Sunwai,Useless App its not verifying OTP...,1,2024-07-26 15:27:34
1365,Sunwai,"Unable to Add images/attachment even permission is allowed manually. Unable to scroll down complaint data, I have written a brief data in my complaint but when I open it from 3 line button, it doesn't scroll down. Device: Pixel 5 (redfin) OS Version : Android 14 June Security Patch.",2,2024-07-21 16:40:48
1366,Sunwai,Very good initiative. Easy to use. Very effective. Highly impressed.,5,2024-07-20 12:34:47
1367,Sunwai,Very useful application,5,2024-07-20 12:29:54
1368,Sunwai,Worst application,1,2024-07-20 12:14:37
1369,Sunwai,fantastic app,5,2024-07-19 09:50:19
1370,Sunwai,Great service,5,2024-07-19 09:48:46
1371,Sunwai,Amazing service. My issues with HBL were solved,5,2024-07-18 21:25:35
1372,Sunwai,Absolutely 💯 work quick response thanks SBP,5,2024-07-14 14:48:23
1373,Sunwai,Worst Application ever There is no resolution provide even they don't like to single rply,1,2024-07-12 11:10:00
1374,Sunwai,Nice app❤️❤️❤️❤️,5,2024-07-10 21:52:02
1375,Sunwai,Nice app,5,2024-07-10 21:50:29
1376,Sunwai,A great intiative taken by sbp nice app,5,2024-07-10 18:22:51
1377,Sunwai,Bakwaas app hai after complain bank ny Kya remarks diye hain Kuch pta Nahin chalta na hi complain pori trah open hoti hai,1,2024-07-10 17:49:08
1378,Sunwai,Issue resolve in 15 days . Welldone app,5,2024-07-10 16:48:39
1379,Sunwai,Very good service,5,2024-07-09 08:01:27
1380,Sunwai,Rubbish,1,2024-07-07 14:07:06
1381,Sunwai,جب ھمیں کوئی فائلز تصویر یا ویڈیو بھیجنا ھو تو وہ اٹیچ نھیں ھو رھی اور اس ایپ کے ذریعے ھمارے مسئلے حل نھیی کیے جا رھے,2,2024-07-04 09:03:26
1382,Sunwai,sunwai ap our en ki team ko mera salaam hai sir mera jaZ cash acount bnd tha 3 month say sunwai ap valon ne ective krviya thankyouu sir thank you soo much,5,2024-07-03 00:04:59
1383,Sunwai,"This app is not working, whenever I log in, it says authentication failed",1,2024-06-30 16:48:37
1384,Sunwai,Very Bad Experience,1,2024-06-29 08:25:32
1385,Sunwai,Nice app my issue resovled with 10 days,5,2024-06-23 17:44:20
1386,Sunwai,What is this???? During sign up they always says that CNIC not found????? I think the management is sleeping. Thired class app,1,2024-06-22 22:46:54
