content,app,aspects,opinions,sentiments,categories,mapped_categories
Worst Experience. I don't know if there is server problem but I can't login and access the app.,Meezan Bank,['server'],['worst'],['negative'],['SERVICE#GENERAL'],['BRANCH_SERVICE']
once again application problem apps are down now,Meezan Bank,['application apps'],['NULL'],['negative'],['SOFTWARE#OPERATION_PERFORMANCE'],['APP#PERFORMANCE']
Most pathetic version ever,Meezan Bank,['version'],['pathetic'],['negative'],['LAPTOP#GENERAL'],['APP#GENERAL_EXPERIENCE']
"worst user experience by a well known bank, anyone in the IT to fix the bugs ? work plz guys. make your income halal.",Meezan Bank,['NULL'],['worst'],['negative'],['SOFTWARE#OPERATION_PERFORMANCE'],['APP#PERFORMANCE']
good and amazing service meezan bank,Meezan Bank,['service'],['good'],['positive'],['SERVICE#GENERAL'],['BRANCH_SERVICE']
I just opened my digital asan account it's very easy to use n very good service.,Meezan Bank,"['digital asan account', 'service']","['easy to use', 'good']","['positive', 'positive']","['SOFTWARE#USABILITY', 'SERVICE#GENERAL']","['APP#USABILITY_FEATURES', 'BRANCH_SERVICE']"
sahi Sy Kam he nahi krta,Meezan Bank,['sahi Sy Kam'],['NULL'],['positive'],['RESTAURANT#GENERAL'],['LOCATION_FEEDBACK_MISC']
very bad experience for few days ago. unexpecting error occurred. i need to transfer some money in emergency but very very bad results.,Meezan Bank,['NULL'],['bad'],['negative'],['SUPPORT#OPERATION_PERFORMANCE'],['SUPPORT#PERFORMANCE']
best app ever,Meezan Bank,['app'],['best'],['positive'],['SOFTWARE#GENERAL'],['APP#FEATURES']
Nice Service Meezan Bank,Meezan Bank,['Service'],['Nice'],['positive'],['SERVICE#GENERAL'],['BRANCH_SERVICE']
that's good service meezan bank is best bank,Meezan Bank,"['service', 'meezan bank']","['good', 'best']","['positive', 'positive']","['SERVICE#GENERAL', 'SUPPORT#GENERAL']","['BRANCH_SERVICE', 'CUSTOMER_SUPPORT']"
So prompt; an amazing experience of using digital Banking with Meezan.,Meezan Bank,['digital Banking with Meezan'],['prompt'],['positive'],['SOFTWARE#OPERATION_PERFORMANCE'],['APP#PERFORMANCE']
"There are some glitches needs to be fixed: 1: when I select a beneficiary it sometime selects the person right below in the list. 2: even if my mobile location is enabled and every other app is fetching location, this app is failed to fetch the location even though it has access to location. these parts are really irritating for a digital mobile banking app, please fix this",Meezan Bank,['mobile location'],['irritating'],['negative'],['SOFTWARE#OPERATION_PERFORMANCE'],['APP#PERFORMANCE']
pathetic application everytime for login location services error occured..interface is also very basic,Meezan Bank,"['application', 'interface']","['pathetic', 'basic']","['negative', 'negative']","['SOFTWARE#OPERATION_PERFORMANCE', 'SOFTWARE#OPERATION_PERFORMANCE']","['APP#PERFORMANCE', 'APP#PERFORMANCE']"
good classic wali app ko bhi upgarde karen plz,Meezan Bank,['wali app'],['good'],['positive'],['SOFTWARE#GENERAL'],['APP#FEATURES']
needs more improvements,Meezan Bank,['NULL'],['NULL'],['negative'],['LAPTOP#GENERAL'],['APP#GENERAL_EXPERIENCE']
thank you so much 👍,Meezan Bank,['NULL'],['thank you'],['positive'],['SUPPORT#GENERAL'],['CUSTOMER_SUPPORT']
best ever banking best ever mobile app meezan is no 1 pk Islamic bank,Meezan Bank,"['banking', 'mobile app']","['best', 'best']","['positive', 'positive']","['SUPPORT#GENERAL', 'SOFTWARE#GENERAL']","['CUSTOMER_SUPPORT', 'APP#FEATURES']"
Bekar hy app bohat try Kiya app nai chalta,Meezan Bank,['Kiya app nai chalta'],['try'],['positive'],['SOFTWARE#GENERAL'],['APP#FEATURES']
So Good So Far! ❤🙌🏻,Meezan Bank,['NULL'],['Good'],['positive'],['LAPTOP#GENERAL'],['APP#GENERAL_EXPERIENCE']
Best service Meezan Bank simple & Easy use for Mobile Banking I Satisfied 100 %,Meezan Bank,"['service', 'Meezan Bank']","['Best', 'Simple']","['positive', 'positive']","['SERVICE#GENERAL', 'SERVICE#GENERAL']","['BRANCH_SERVICE', 'BRANCH_SERVICE']"
Thanks for everything. our meezan bank,Meezan Bank,['meezan bank'],['Thanks'],['positive'],['SUPPORT#GENERAL'],['CUSTOMER_SUPPORT']
I'll recommend the meezan bank cause I really like the services that they provide us.,Meezan Bank,['meezan bank'],['recommend'],['positive'],['SUPPORT#GENERAL'],['CUSTOMER_SUPPORT']
good app I am satisfied,Meezan Bank,['app'],['good'],['positive'],['SOFTWARE#GENERAL'],['APP#FEATURES']
new app bad,Meezan Bank,['app'],['bad'],['negative'],['SOFTWARE#GENERAL'],['APP#FEATURES']
"Meezan Bank's service is disappointing. My account was blocked with a promise of resolution within 15 days. However, it's been over a month, and the issue remains unresolved. This delay is frustrating and unprofessional.",Meezan Bank,"['service', 'account']","['disappointing', 'unresolved']","['negative', 'negative']","['SERVICE#GENERAL', 'SUPPORT#GENERAL']","['BRANCH_SERVICE', 'CUSTOMER_SUPPORT']"
good but still has bug and slow at user end need improvement,Meezan Bank,['NULL'],['good'],['positive'],['LAPTOP#GENERAL'],['APP#GENERAL_EXPERIENCE']
very nice meezan bank,Meezan Bank,['meezan bank'],['nice'],['positive'],['SUPPORT#GENERAL'],['CUSTOMER_SUPPORT']
Owsem الحمدﷲ very Attractive and Beautiful look in all sections but no all jazz packages you subscribe from here like jazz or easy and no option of daraz transfer plz issy add karain 💬اگرچہ ساری دنیا کی محبتیں ہوں آپ کےساتھ پر⏪اگرﷲﷻکی محبت نہیں ہےنا⚠️تو کچھ بھی نہیں ہے۔۔۔ کچھ بھی نہیں ﷲﷻ کی محبت🚸Way🚸ﷶﷲ ﷺ کی سنتوں سے محبّت Other Wise Well Done team,Meezan Bank,"['look', 'jazz packages', 'NULL']","['Attractive', 'NULL', 'NULL']","['positive', 'negative', 'positive']","['AMBIENCE#GENERAL', 'SOFTWARE#GENERAL', 'SOFTWARE#GENERAL']","['ENVIRONMENT_FEEDBACK', 'APP#FEATURES', 'APP#FEATURES']"
not as aesthetically pleasing as UBL's but 5 stars for trying,Meezan Bank,['NULL'],['not as aesthetically pleasing'],['positive'],['LAPTOP#DESIGN_FEATURES'],['UI_UX#DESIGN']
"Your policy for transaction fees is bad. I can not send 2000/-Rs. without transaction fee.Really worse management and untrusted policy for customer. kindly Review on it and provide free transaction upto 50,000/-",Meezan Bank,"['policy for transaction fees', 'management', 'customer']","['bad', 'worse', 'untrusted']","['negative', 'negative', 'negative']","['SUPPORT#GENERAL', 'SERVICE#GENERAL', 'SUPPORT#GENERAL']","['CUSTOMER_SUPPORT', 'BRANCH_SERVICE', 'CUSTOMER_SUPPORT']"
Meezan Bank is an Islamic bank that provides the most advanced banking system and facilities throughout Pakistan. I really liked it. 🥰🥰🥰,Meezan Bank,['Meezan Bank'],['liked'],['positive'],['SUPPORT#GENERAL'],['CUSTOMER_SUPPORT']
"worst app day,by day cant send payments",Meezan Bank,['app'],['worst'],['negative'],['SOFTWARE#OPERATION_PERFORMANCE'],['APP#PERFORMANCE']
Not happy with new application of Meezan,Meezan Bank,['new application'],['Not happy'],['negative'],['SOFTWARE#GENERAL'],['APP#FEATURES']
this app doesn't even open,Meezan Bank,['app'],['NULL'],['negative'],['SOFTWARE#OPERATION_PERFORMANCE'],['APP#PERFORMANCE']
very nice and easy and fast progress,Meezan Bank,['NULL'],['nice'],['positive'],['LAPTOP#OPERATION_PERFORMANCE'],['DEVICE#PERFORMANCE']
I have opened easy digital account online and it's going very well,Meezan Bank,['easy digital account'],['well'],['positive'],['SOFTWARE#OPERATION_PERFORMANCE'],['APP#PERFORMANCE']
"The app is not functioning properly, and it’s truly disappointing. Meezan Bank should reevaluate their services and strive for improvement.",Meezan Bank,"['app', 'Meezan Bank']","['not functioning properly', 'reevaluate their services']","['negative', 'negative']","['SOFTWARE#OPERATION_PERFORMANCE', 'SUPPORT#GENERAL']","['APP#PERFORMANCE', 'CUSTOMER_SUPPORT']"
very slow app i am not satisfied with this app 😒,Meezan Bank,['app'],['slow'],['negative'],['SOFTWARE#OPERATION_PERFORMANCE'],['APP#PERFORMANCE']
good 👍 🏧,Meezan Bank,['NULL'],['good'],['positive'],['LAPTOP#GENERAL'],['APP#GENERAL_EXPERIENCE']
no good app,Meezan Bank,['app'],['no good'],['negative'],['SOFTWARE#GENERAL'],['APP#FEATURES']
app is it self of 15 mb mean while every day it requires update what the hell. fix the bugs properly so you don't need update every single day,Meezan Bank,['app'],['NULL'],['negative'],['SOFTWARE#OPERATION_PERFORMANCE'],['APP#PERFORMANCE']
Better experience than the classic app. You guys can add more features like the HBL mobile app has. You should consider matching the features with other banking apps.,Meezan Bank,"['classic app', 'HBL mobile app']","['Better experience', 'more features']","['negative', 'positive']","['SOFTWARE#GENERAL', 'SOFTWARE#GENERAL']","['APP#FEATURES', 'APP#FEATURES']"
documents verification k baad hang hojata hai... nadra verified or continue ka option araha hai but..stuck hai,Meezan Bank,['documents verification'],['NULL'],['negative'],['SOFTWARE#OPERATION_PERFORMANCE'],['APP#PERFORMANCE']
"after verification I can't go farther, continue bottom is not pressing...",Meezan Bank,['NULL'],['NULL'],['negative'],['LAPTOP#OPERATION_PERFORMANCE'],['DEVICE#PERFORMANCE']
good service Nice work ☺️😊,Meezan Bank,"['service', 'work']","['good', 'nice']","['positive', 'positive']","['SERVICE#GENERAL', 'SERVICE#GENERAL']","['BRANCH_SERVICE', 'BRANCH_SERVICE']"
Too Slow... Can't add new beneficiaries... Was using the Previous (Classic) one before... That was much better but the account got somehow blocked there ... So had to shift to this App... :(,Meezan Bank,['account'],['Slow'],['negative'],['SOFTWARE#OPERATION_PERFORMANCE'],['APP#PERFORMANCE']
I'm fully satisfied so far ☺️☺️,Meezan Bank,['NULL'],['satisfied'],['positive'],['LAPTOP#GENERAL'],['APP#GENERAL_EXPERIENCE']
There is a lot of bugs 1st balance view and account details like IBAN etc section was disappear 2nd one was when I sending money to any one the amount putting section is disappeared 3rd One card management option is not open even after several Clicks A worst application I ever seen in My banking experience they even not deserve a single star 👍,Meezan Bank,"['balance view', 'amount putting section', 'card management option']","['bugs', 'disappear', 'not open']","['negative', 'negative', 'negative']","['LAPTOP#OPERATION_PERFORMANCE', 'SHIPPING#QUALITY', 'SOFTWARE#OPERATION_PERFORMANCE']","['DEVICE#PERFORMANCE', 'Miscellaneous', 'APP#PERFORMANCE']"
fast transfer connection,Meezan Bank,['transfer connection'],['fast'],['positive'],['PORTS#OPERATION_PERFORMANCE'],['Miscellaneous']
"very poor service.After every three days, needs apdate and shows errors while performing any transactions.",Meezan Bank,['service'],['poor'],['negative'],['SERVICE#GENERAL'],['BRANCH_SERVICE']
good app easy to use and best way to transfer money each platform,Meezan Bank,"['app', 'NULL']","['good', 'easy']","['positive', 'positive']","['SOFTWARE#GENERAL', 'SOFTWARE#USABILITY']","['APP#FEATURES', 'APP#USABILITY_FEATURES']"
I was expecting this app to be great but whenever I try to login it gives me outdated notification always installing always blank white screen,Meezan Bank,['app'],['outdated'],['negative'],['SOFTWARE#GENERAL'],['APP#FEATURES']
very bad 2 days go update bad bad.i hate it,Meezan Bank,['NULL'],['bad'],['negative'],['LAPTOP#GENERAL'],['APP#GENERAL_EXPERIENCE']
very very bad service,Meezan Bank,['service'],['bad'],['negative'],['SERVICE#GENERAL'],['BRANCH_SERVICE']
The pop-up for feedback with “mandatory” comments on each transaction is pretty annoying. Only the star-rating is enough!,Meezan Bank,"['pop-up for feedback', 'star-rating']","['annoying', 'enough']","['negative', 'positive']","['SOFTWARE#OPERATION_PERFORMANCE', 'SOFTWARE#OPERATION_PERFORMANCE']","['APP#PERFORMANCE', 'APP#PERFORMANCE']"
very good and useful app,Meezan Bank,['app'],['good'],['positive'],['SOFTWARE#GENERAL'],['APP#FEATURES']
very very bad and poor banking system....i am suffering from last 45 days ...with app biometric issue....i call many times at helpline and visit branch 3 times...but problem is still....i would not recommend any one to join meezan....sorry to say very ghattia service,Meezan Bank,"['banking system', 'app biometric issue']","['bad', 'poor']","['negative', 'negative']","['SUPPORT#GENERAL', 'SOFTWARE#GENERAL']","['CUSTOMER_SUPPORT', 'APP#FEATURES']"
"I am asked to give feedback every SINGLE time I make a transaction. Not just that, the feedback is MANDATORY. Unbelievably ridiculous. Moreover, everytime there's a new update to the app, I ain't allowed to even use the older installed version. No other bank's app to my knowledge has such ridiculous restrictions.",Meezan Bank,"['feedback', 'app']","['MANDATORY', 'NULL']","['negative', 'negative']","['SINGLE_SINGLE_OPERATION_PERFORMANCE', 'SOFTWARE#OPERATION_PERFORMANCE']","['Miscellaneous', 'APP#PERFORMANCE']"
thank you so much mezan,Meezan Bank,['mezan'],['thank you'],['positive'],['SERVICE#GENERAL'],['BRANCH_SERVICE']
excellent thanks 👍,Meezan Bank,['NULL'],['excellent'],['positive'],['LAPTOP#GENERAL'],['APP#GENERAL_EXPERIENCE']
Raast payment Slip py TID ni aata,Meezan Bank,['payment'],['Raast'],['negative'],['SHIPPING#GENERAL'],['DELIVERY_RELATED_FEEDBACK']
still the app is working good 👍,Meezan Bank,['app'],['good'],['positive'],['SOFTWARE#OPERATION_PERFORMANCE'],['APP#PERFORMANCE']
New Update very Good very nice,Meezan Bank,['Update'],['Good'],['positive'],['SOFTWARE#GENERAL'],['APP#FEATURES']
"3rd class app 3rd class service totally bekar. Even if I used it four times a day, they always need updates? Why should I spend my time on this fazol network 😡",Meezan Bank,"['3rd class app', 'service']","['bekar', 'bekar']","['negative', 'negative']","['SOFTWARE#GENERAL', 'SERVICE#GENERAL']","['APP#FEATURES', 'BRANCH_SERVICE']"
There are two mobile apps for the same application? why not only have one app with all feature in It,Meezan Bank,['mobile apps'],['NULL'],['negative'],['SOFTWARE#GENERAL'],['APP#FEATURES']
mezan service is the best,Meezan Bank,['mezan service'],['best'],['positive'],['SERVICE#GENERAL'],['BRANCH_SERVICE']
Really good app with a user friendly interface,Meezan Bank,"['app', 'interface']","['good', 'friendly']","['positive', 'positive']","['SOFTWARE#GENERAL', 'SOFTWARE#GENERAL']","['APP#FEATURES', 'APP#FEATURES']"
very fast app thank you mezan bank,Meezan Bank,['app'],['fast'],['positive'],['SOFTWARE#OPERATION_PERFORMANCE'],['APP#PERFORMANCE']
my account not active plz accept my request active my account,Meezan Bank,['account'],['NULL'],['negative'],['SOFTWARE#GENERAL'],['APP#FEATURES']
Great App like always,Meezan Bank,['App'],['Great'],['positive'],['SOFTWARE#GENERAL'],['APP#FEATURES']
Easy to use app but so many glitch issues plz solve this glitches nd also online biometric option open it,Meezan Bank,"['app', 'online biometric option']","['easy to use', 'NULL']","['positive', 'positive']","['SOFTWARE#USABILITY', 'SOFTWARE#USABILITY']","['APP#USABILITY_FEATURES', 'APP#USABILITY_FEATURES']"
too Good 😊💯 l,Meezan Bank,['NULL'],['Good'],['positive'],['LAPTOP#GENERAL'],['APP#GENERAL_EXPERIENCE']
very bad it doesn't verify fingers verification and also face verification always get failed in verification,Meezan Bank,['NULL'],['bad'],['negative'],['SOFTWARE#OPERATION_PERFORMANCE'],['APP#PERFORMANCE']
i like it very much,Meezan Bank,['NULL'],['like'],['positive'],['LAPTOP#GENERAL'],['APP#GENERAL_EXPERIENCE']
Don't install on my mobile,Meezan Bank,['mobile'],['NULL'],['negative'],['LAPTOP#DESIGN_FEATURES'],['UI_UX#DESIGN']
main bhot Khush meezan mobile bank app Chala kar,Meezan Bank,['bhot Khush meezan mobile bank app'],['NULL'],['positive'],['SOFTWARE#GENERAL'],['APP#FEATURES']
nice bank app,Meezan Bank,['bank app'],['nice'],['positive'],['SOFTWARE#GENERAL'],['APP#FEATURES']
😡 worse app always on maintaince mode,Meezan Bank,['app'],['worse'],['negative'],['SOFTWARE#OPERATION_PERFORMANCE'],['APP#PERFORMANCE']
Too slow and hang problems meezan classic is best,Meezan Bank,['meezan classic'],['best'],['negative'],['LAPTOP#OPERATION_PERFORMANCE'],['DEVICE#PERFORMANCE']
