Unnamed: 0,bank,review,rating,Aspects,Opinions,Sentiments,Categories,Simplified_Category
317,review,"I have to maintain a minimum balance of 500 rupees in UNION BANK OF INDIA. Even there is no charges for non-maintenance. I having this account for the past 2 years. Mobile app and net banking both are user friendly to access. I think, ATM charges are applicable.",5.0,ATM charges,applicable,positive,SOFTWARE#GENERAL,SOFTWARE
318,review,I maintain a saving account with SOUTH INDIAN BANK for my personal use. I have been holding account more than 10 years. There is no need to maintain a minimum balance. So far I haven't faced any issue. ATM and branch services are good. I am using mobile app which is user friendly to access.,5.0,saving account,maintain,positive,SOFTWARE#GENERAL,SOFTWARE
318,review,I maintain a saving account with SOUTH INDIAN BANK for my personal use. I have been holding account more than 10 years. There is no need to maintain a minimum balance. So far I haven't faced any issue. ATM and branch services are good. I am using mobile app which is user friendly to access.,5.0,ACH,good,positive,SUPPORT#GENERAL,SUPPORT
318,review,I maintain a saving account with SOUTH INDIAN BANK for my personal use. I have been holding account more than 10 years. There is no need to maintain a minimum balance. So far I haven't faced any issue. ATM and branch services are good. I am using mobile app which is user friendly to access.,5.0,bank services,good,positive,SUPPORT#GENERAL,SUPPORT
318,review,I maintain a saving account with SOUTH INDIAN BANK for my personal use. I have been holding account more than 10 years. There is no need to maintain a minimum balance. So far I haven't faced any issue. ATM and branch services are good. I am using mobile app which is user friendly to access.,5.0,mobile app,user friendly,positive,SOFTWARE#GENERAL,SOFTWARE
319,Canara Bank,I am holding a salary account  from CANARA bank for more than 2.5 years. There is no hidden charges in this bank and no need to maintain a minimum balance. I am using mobile app and net banking both are user friendly to access. I use to get an alert messages from bank whenever I do a transactions.,5.0,salary account,no hidden charges,positive,SUPPORT#GENERAL,SUPPORT
319,Canara Bank,I am holding a salary account  from CANARA bank for more than 2.5 years. There is no hidden charges in this bank and no need to maintain a minimum balance. I am using mobile app and net banking both are user friendly to access. I use to get an alert messages from bank whenever I do a transactions.,5.0,mobile app,friendly,positive,SOFTWARE#USABILITY,SOFTWARE
319,Canara Bank,I am holding a salary account  from CANARA bank for more than 2.5 years. There is no hidden charges in this bank and no need to maintain a minimum balance. I am using mobile app and net banking both are user friendly to access. I use to get an alert messages from bank whenever I do a transactions.,5.0,net banking,friendly,positive,SOFTWARE#USABILITY,SOFTWARE
320,review,"I am using  STANDARD CHARTERED savings account more than 3.5 year. This is salary comes savings, no need to maintain minimum balance.  Every day i can withdrawal cash  upto Rs.50,000 and I will receive alert msg from the bank. Also I linked this account online like Google pay and more for an easy payment. I spoke to bank executive directly it was good.",4.5,STANDARD CHARTERED savings account,good,positive,SOFTWARE#OPERATION_PERFORMANCE,SOFTWARE
321,IDBI,"From 2018, i have been using the salary account from IDBI bank and the banking service is good. I went to their branch and the response was good. Staffs are very helpful. Its a zero balance account to use. Totally, I'm quite satisfied with their services. They are sending the notifications immediately whenever i do the transaction.",5.0,banking service,good,positive,SUPPORT#GENERAL,SUPPORT
321,IDBI,"From 2018, i have been using the salary account from IDBI bank and the banking service is good. I went to their branch and the response was good. Staffs are very helpful. Its a zero balance account to use. Totally, I'm quite satisfied with their services. They are sending the notifications immediately whenever i do the transaction.",5.0,staffs,helpful,positive,SERVICE#GENERAL,SERVICE
321,IDBI,"From 2018, i have been using the salary account from IDBI bank and the banking service is good. I went to their branch and the response was good. Staffs are very helpful. Its a zero balance account to use. Totally, I'm quite satisfied with their services. They are sending the notifications immediately whenever i do the transaction.",5.0,zero balance account,satisfied,positive,SOFTWARE#GENERAL,SOFTWARE
322,IndusInd Bank,"Past 3 years, i have been using the salary account from Indusind bank. Its a zero balance account. Their net banking facility is good but I'm unable to open the app because most of the times its getting hanging. I never visited their branch for any kind of request and there were no offers for debit cards.",4.0,salary account,zero balance account,positive,SUPPORT#GENERAL,SUPPORT
322,IndusInd Bank,"Past 3 years, i have been using the salary account from Indusind bank. Its a zero balance account. Their net banking facility is good but I'm unable to open the app because most of the times its getting hanging. I never visited their branch for any kind of request and there were no offers for debit cards.",4.0,net banking facility,good,positive,SUPPORT#GENERAL,SUPPORT
322,IndusInd Bank,"Past 3 years, i have been using the salary account from Indusind bank. Its a zero balance account. Their net banking facility is good but I'm unable to open the app because most of the times its getting hanging. I never visited their branch for any kind of request and there were no offers for debit cards.",4.0,app,hungry,negative,SOFTWARE#OPERATION_PERFORMANCE,SOFTWARE
323,Kotak,"I am having 811 saving account with Kotak Bank for more than a year.  Even though its a saving account, there is no need to maintain a minimum balance. I have opened this account through online and  executive came to home to complete KYC process which is done on time. ATM charges are applicable of 200 plus GST per year.",5.0,saving account,no need to maintain a minimum balance,positive,LAPTOP#GENERAL,LAPTOP
323,Kotak,"I am having 811 saving account with Kotak Bank for more than a year.  Even though its a saving account, there is no need to maintain a minimum balance. I have opened this account through online and  executive came to home to complete KYC process which is done on time. ATM charges are applicable of 200 plus GST per year.",5.0,Kotak Bank,no need to maintain a minimum balance,positive,SUPPORT#GENERAL,SUPPORT
324,review,When I was working in previous company at that time I have opened salary account from Bank of Baroda. Now I moved to other company hence this account has been converted to saving account. I am holding this account for past 4 years. It is a zero balance account. They are detecting 365 rupees for message alert on yearly basis.,5.0,salary account,opened,neutral,SUPPORT#GENERAL,SUPPORT
